code,year,number_reported,tpoverty,poverty_indicator,Total,White_alone,Black_or_African_American_alone,Asian_alone,Some_other_race_alone,Two_or_more_races,Two_races_including_some_other_race,Two_races_excluding_some_other_and_three_plus
48113016201,2018-2022,56.4,8.8,0,4094,1695,512,63,856,968,890,78
48113016202,2013-2017,148.4,23.0,0,6451,5448,830,60,16,97,53,44
48113016301,2013-2017,24.6,15.4,0,7442,5228,893,425,808,52,47,5
48113016301,2018-2022,17.2,12.0,0,6717,2757,577,407,1647,1329,1278,51
48113016302,2013-2017,24.6,18.4,0,2084,1840,46,117,29,39,19,20
48113016302,2018-2022,11.0,21.0,0,1945,858,127,21,808,112,74,38
48113016401,2013-2017,66.6,7.2,0,10987,5733,3166,980,670,371,54,317
48113016406,2013-2017,95.6,21.2,0,5538,3996,859,297,242,144,45,99
48113016406,2018-2022,82.6,19.8,0,4592,1329,841,128,1373,921,771,150
48113016407,2013-2017,72.6,26.4,0,7820,5616,1237,115,693,159,33,126
48113016407,2018-2022,48.8,10.8,0,6871,2798,744,54,1719,1556,1139,417
48113016408,2013-2017,64.8,11.4,0,7836,4907,1455,334,1010,0,0,0
48113016410,2013-2017,16.4,9.2,0,4929,2807,1362,553,56,142,14,128
48113016410,2018-2022,17.8,14.2,0,4803,1870,1441,302,529,612,480,132
48113016411,2013-2017,70.4,8.4,0,9064,5632,2185,727,209,280,89,191
48113016413,2013-2017,13.6,6.8,0,6830,3205,2202,990,335,86,18,68
48113016502,2013-2017,52.0,18.0,0,6608,4454,1771,32,237,114,46,68
48113016509,2013-2017,64.2,10.6,0,6373,3481,2526,30,209,127,20,107
48113016510,2013-2017,146.4,10.8,0,13704,5318,6368,512,1204,231,104,127
48113016511,2013-2017,86.4,19.6,0,4632,1141,2988,85,294,97,79,18
48113016511,2018-2022,67.0,18.8,0,4805,1041,2900,10,549,305,99,206
48113016513,2013-2017,17.6,5.4,0,4889,2720,1846,58,133,120,31,89
48113016514,2013-2017,71.8,5.4,0,7064,2451,3834,494,184,101,0,101
48113016516,2013-2017,129.0,16.6,0,5644,3822,1569,32,142,73,32,41
48113016516,2018-2022,115.2,20.0,0,5591,2552,1195,250,1259,335,261,74
48113016517,2013-2017,97.8,14.6,0,4521,2234,1595,54,552,86,19,67
48113016517,2018-2022,72.2,16.8,0,5385,2209,2146,0,654,329,275,54
48113016518,2013-2017,157.4,16.8,0,5074,3311,1535,50,110,50,9,41
48113016518,2018-2022,153.8,14.2,0,6140,2078,2017,211,1411,423,304,119
48113016520,2013-2017,113.4,18.2,0,8725,4468,2996,627,526,18,0,18
48113016521,2013-2017,92.6,22.6,0,6413,2934,2770,274,259,168,31,137
48113016521,2018-2022,61.2,14.2,0,7341,2894,3074,167,357,774,391,383
48113016522,2013-2017,35.2,11.4,0,3241,1953,945,144,64,135,99,36
48113016522,2018-2022,35.2,16.8,0,5179,3158,1216,128,345,327,187,140
48113016605,2013-2017,656.8,40.6,1,8065,3241,4561,95,148,20,20,0
48113016606,2013-2017,112.8,11.0,0,7514,2067,4861,0,154,413,142,271
48113016607,2013-2017,162.8,29.8,0,3588,311,3011,69,41,138,39,99
48113016607,2018-2022,252.2,35.2,1,3593,122,3281,0,175,0,0,0
48113016610,2013-2017,135.2,20.6,0,4695,919,3637,31,58,37,37,0
48113016610,2018-2022,118.2,16.6,0,3904,350,3141,0,97,286,114,172
48113016611,2013-2017,62.2,13.2,0,6257,1855,4102,0,17,271,53,218
48113016612,2013-2017,65.2,2.4,0,13948,3074,10339,0,343,192,38,154
48113016615,2013-2017,76.0,11.4,0,4313,1296,2506,80,202,229,16,213
48113016615,2018-2022,80.6,7.2,0,4602,1175,2886,71,102,345,58,287
48113016616,2013-2017,108.2,11.6,0,6908,2639,3717,114,46,392,9,383
48113016616,2018-2022,95.2,12.2,0,5725,2175,2848,3,353,339,232,107
48113016617,2013-2017,12.0,2.5,0,4336,1158,2729,139,166,144,0,144
48113016618,2013-2017,29.6,15.2,0,4947,1393,3263,74,79,131,14,117
48113016618,2018-2022,28.6,7.2,0,4856,1168,2789,43,324,532,190,342
48113016619,2013-2017,127.2,13.8,0,3690,969,2665,0,22,2,0,2
48113016619,2018-2022,111.2,15.2,0,3416,588,2074,0,128,626,553,73
48113016620,2013-2017,43.2,11.0,0,5376,1468,3583,0,161,164,0,164
48113016620,2018-2022,44.4,16.4,0,5845,1639,3539,113,439,83,15,68
48113016621,2013-2017,56.2,19.2,0,5906,1852,3511,0,142,300,84,216
48113016621,2018-2022,49.6,20.2,0,6140,647,3429,13,1009,802,744,58
48113016622,2013-2017,82.6,9.0,0,4149,1544,2472,0,31,102,0,102
48113016622,2018-2022,90.4,19.4,0,4307,1009,2892,0,88,318,290,28
48113016623,2013-2017,86.6,11.2,0,6344,1790,3855,123,194,302,65,237
48113016623,2018-2022,66.0,9.4,0,7960,1582,5161,0,295,922,671,251
48113016624,2013-2017,78.4,4.4,0,3123,918,2005,54,102,35,0,35
48113016624,2018-2022,64.6,3.2,0,3501,415,2708,32,56,273,223,50
48113016625,2013-2017,69.2,7.8,0,10250,3001,6712,93,127,317,50,267
48113016626,2013-2017,146.6,25.0,0,5116,1676,3092,0,249,92,17,75
48113016626,2018-2022,102.0,18.4,0,4445,1467,2217,163,244,345,87,258
48113016701,2013-2017,124.2,23.0,0,6714,837,5653,0,54,170,66,104
48113016703,2013-2017,333.2,21.4,0,11220,3050,7553,40,117,389,119,270
48113016704,2013-2017,168.4,18.0,0,4500,1439,2844,52,88,77,0,77
48113016704,2018-2022,100.0,21.6,0,4152,929,2352,0,237,634,501,133
48113016705,2013-2017,197.0,16.6,0,7252,1600,5140,46,327,102,20,82
48113016802,2013-2017,16.333333333333332,7.666666666666667,0,3866,1883,1808,0,116,59,10,49
48113016803,2013-2017,79.2,15.0,0,5509,1761,3465,6,105,143,0,143
48113016803,2018-2022,48.0,20.6,0,5873,1587,3365,52,213,656,479,177
48113016804,2013-2017,109.6,7.4,0,8434,1023,6845,4,147,343,0,343
48113016902,2013-2017,14.25,23.25,0,6022,3498,2157,2,206,136,15,121
48113016902,2018-2022,180.75,33.0,1,6619,2257,2537,7,538,1090,890,200
48113017001,2013-2017,47.0,16.2,0,9746,7786,1076,51,422,331,47,284
48113017003,2013-2017,50.4,15.6,0,11920,10079,1054,71,716,0,0,0
48113017004,2013-2017,20.4,29.0,0,9555,7443,627,0,992,160,17,143
48113017101,2013-2017,40.4,20.4,0,5565,3680,1539,0,242,68,0,68
48113017101,2018-2022,25.8,16.4,0,6973,3017,805,154,495,2502,2346,156
48113017102,2013-2017,21.6,26.6,0,5322,3517,875,0,785,145,28,117
48113017102,2018-2022,13.6,20.8,0,6871,3298,1186,49,977,1361,1350,11
48113017201,2013-2017,84.0,32.2,1,5595,4472,970,0,113,35,8,27
48113017201,2018-2022,82.2,24.2,0,6065,2188,1212,20,301,2071,1975,96
48113017202,2013-2017,161.2,26.8,0,8315,5495,2237,152,305,115,9,106
48113017301,2013-2017,43.8,16.8,0,6110,4202,1348,0,442,118,0,118
48113017303,2013-2017,67.2,13.8,0,7325,4811,1888,102,286,169,0,169
48113017304,2013-2017,67.6,8.0,0,10353,6181,2632,744,314,482,162,320
48113017305,2013-2017,100.6,9.4,0,10286,4822,4591,54,495,324,23,301
48113017306,2013-2017,57.6,14.4,0,7681,4565,2768,84,93,117,91,26
48113017400,2013-2017,49.6,17.6,0,5738,4543,933,0,124,138,16,122
48113017400,2018-2022,32.2,25.6,0,5155,3359,758,26,724,288,150,138
48113017500,2013-2017,26.4,13.4,0,3527,2608,709,89,42,0,0,0
48113017500,2018-2022,26.2,8.8,0,3823,2150,614,61,166,824,450,374
48113017602,2013-2017,45.0,16.4,0,4253,3092,945,47,76,75,0,75
48113017602,2018-2022,25.0,22.2,0,4093,2266,748,0,265,814,788,26
48113017604,2013-2017,53.2,14.0,0,3301,2357,608,0,271,65,6,59
48113017604,2018-2022,29.8,20.0,0,3602,1498,495,30,525,1036,953,83
48113017605,2013-2017,48.4,29.0,0,3754,2514,1039,0,170,31,0,31
48113017605,2018-2022,21.0,25.8,0,3913,986,1535,0,431,961,929,32
48113017606,2013-2017,59.0,15.8,0,5264,3460,1410,157,151,86,46,40
48113017606,2018-2022,38.8,14.8,0,4855,2041,846,36,1059,615,475,140
48113017702,2013-2017,297.4,17.8,0,7658,3995,2689,426,59,489,23,466
48113017703,2013-2017,281.8,29.0,0,5225,3180,1579,212,87,120,101,19
48113017703,2018-2022,207.6,23.4,0,6067,2202,1390,0,654,1813,1490,323
48113017704,2013-2017,135.0,20.6,0,6350,4805,993,21,174,251,130,121
48113017704,2018-2022,92.2,27.4,0,6279,3055,1336,36,511,1341,711,630
48113017804,2013-2017,136.4,21.4,0,7212,4456,1884,0,411,401,54,347
48113017805,2013-2017,267.8,17.8,0,4884,3525,1173,51,18,83,63,20
48113017805,2018-2022,230.0,16.6,0,5910,2177,2467,0,321,610,249,361
48113017806,2013-2017,83.2,18.8,0,5071,3597,660,70,405,336,44,292
48113017806,2018-2022,34.0,13.6,0,4989,2265,367,0,913,1347,1261,86
48113017807,2013-2017,32.0,10.6,0,6065,4621,928,44,175,112,0,112
48113017808,2013-2017,15.25,7.25,0,4528,2813,1075,218,268,109,21,88
48113017808,2018-2022,30.4,9.6,0,4096,2444,386,275,421,561,382,179
48113017811,2013-2017,19.2,9.0,0,4002,2840,707,143,80,99,20,79
48113017811,2018-2022,16.6,8.2,0,5086,2899,819,399,189,762,683,79
48113017812,2013-2017,26.0,5.25,0,2363,1578,397,225,98,65,27,38
48113017813,2013-2017,58.4,12.4,0,6777,3702,2044,637,274,120,0,120
48113017814,2013-2017,18.2,5.4,0,5834,3419,1202,966,150,97,31,66
48113017814,2018-2022,13.0,4.0,0,4880,2187,1063,717,62,631,603,28
48113017900,2013-2017,46.6,22.6,0,5507,4048,934,37,381,99,29,70
48113017900,2018-2022,28.6,16.6,0,4957,2221,671,184,1134,710,676,34
48113018001,2013-2017,44.2,12.4,0,6231,4601,935,32,265,398,34,364
48113018001,2018-2022,54.8,13.4,0,7218,4404,832,64,1191,714,714,0
48113018002,2013-2017,25.4,20.8,0,3313,2441,418,122,186,94,39,55
48113018002,2018-2022,17.6,19.0,0,3688,1700,1062,65,331,516,458,58
48113018104,2013-2017,74.8,5.4,0,7293,5558,429,1053,47,141,35,106
48113018105,2013-2017,38.4,21.4,0,6255,3773,684,86,1352,240,50,190
48113018105,2018-2022,41.6,8.8,0,6033,2433,603,88,622,2225,2127,98
48113018111,2013-2017,185.4,17.0,0,6475,3507,1862,0,823,247,146,101
48113018111,2018-2022,137.8,22.6,0,6646,2484,1923,68,257,1914,1680,234
48113018118,2013-2017,42.4,8.6,0,7500,3183,1915,1742,530,104,35,69
48113018120,2013-2017,68.8,7.0,0,4852,2701,677,826,360,284,33,251
48113018120,2018-2022,21.2,6.4,0,5274,2085,1057,1007,154,971,890,81
48113018121,2013-2017,47.4,11.0,0,5481,3171,706,633,673,288,226,62
48113018121,2018-2022,57.6,9.0,0,5060,2168,635,400,605,1252,727,525
48113018122,2013-2017,18.8,5.6,0,15641,11069,1693,2029,333,517,35,482
48113018123,2013-2017,51.2,6.4,0,8375,5151,921,1231,706,230,24,206
48113018124,2013-2017,55.2,2.6,0,18048,11978,3205,1375,285,1127,281,846
48113018126,2013-2017,57.4,6.0,0,7323,4341,1202,271,1168,316,0,316
48113018126,2018-2022,54.0,6.2,0,6734,3829,1363,116,405,818,617,201
48113018127,2013-2017,13.75,10.25,0,3232,2035,372,116,604,101,0,101
48113018128,2013-2017,177.6,17.4,0,6435,3720,1516,266,644,242,42,200
48113018128,2018-2022,112.2,11.0,0,5172,1738,1719,116,776,685,430,255
48113018129,2013-2017,16.0,4.5,0,4467,2960,1033,198,227,49,32,17
48113018130,2013-2017,173.0,18.4,0,4287,2327,1630,18,76,198,21,177
48113018130,2018-2022,153.6,16.0,0,3862,1189,2186,12,297,178,88,90
48113018132,2013-2017,30.8,12.6,0,5091,3192,1207,291,148,251,14,237
48113018132,2018-2022,21.0,3.8,0,6268,2733,846,441,470,1764,1594,170
48113018133,2013-2017,17.8,6.2,0,3540,2330,804,88,195,93,34,59
48113018133,2018-2022,36.2,4.2,0,3820,2459,642,150,191,244,161,83
48113018134,2013-2017,29.4,5.2,0,5553,4313,918,87,26,209,51,158
48113018134,2018-2022,84.2,3.8,0,4931,2978,962,133,304,503,341,162
48113018135,2013-2017,49.4,7.8,0,3848,2329,1049,280,53,132,65,67
48113018135,2018-2022,82.6,10.6,0,4814,3804,362,173,37,410,176,234
48113018136,2013-2017,11.0,5.0,0,8156,6515,832,536,73,167,128,39
48113018137,2013-2017,21.6,5.2,0,3663,1892,665,933,72,93,22,71
48113018137,2018-2022,32.6,6.2,0,4837,2130,992,524,855,258,202,56
48113018138,2013-2017,86.0,14.4,0,5203,2039,1773,758,371,225,26,199
48113018138,2018-2022,80.6,17.4,0,5045,1688,1900,461,308,684,343,341
48113018139,2013-2017,49.2,10.6,0,8271,5778,1296,791,158,179,116,63
48113018140,2013-2017,22.0,7.2,0,5941,3881,1229,591,62,178,17,161
48113018140,2018-2022,52.0,4.0,0,6192,2820,1844,637,126,757,588,169
48113018141,2013-2017,155.4,22.6,0,3931,2757,836,70,135,109,14,95
48113018141,2018-2022,217.0,19.6,0,3072,1238,1065,0,215,549,347,202
48113018142,2013-2017,26.2,6.6,0,3390,1960,510,175,430,315,0,315
48113018142,2018-2022,27.4,10.0,0,4289,2032,807,572,223,643,455,188
48113018203,2013-2017,39.8,14.8,0,6771,3008,1794,489,1023,397,63,334
48113018203,2018-2022,26.2,2.8,0,6263,2498,1024,699,515,1446,1266,180
48113018204,2013-2017,14.8,29.6,0,5038,3164,664,84,900,226,33,193
48113018205,2013-2017,26.0,21.8,0,4555,2605,755,358,788,28,0,28
48113018205,2018-2022,11.0,14.0,0,4169,1437,253,653,546,1249,1223,26
48113018206,2013-2017,11.333333333333334,23.333333333333332,0,4913,3531,160,10,1053,150,105,45
48113018300,2013-2017,41.8,14.2,0,6251,4947,393,138,548,186,46,140
48113018300,2018-2022,16.75,20.5,0,7079,3691,120,56,1868,1344,1241,103
48113018401,2013-2017,20.2,27.8,0,5356,3219,417,29,1177,502,200,302
48113018401,2018-2022,14.2,24.2,0,4364,2203,471,0,628,1055,1055,0
48113018402,2013-2017,20.2,18.2,0,5289,4223,367,10,537,59,0,59
48113018402,2018-2022,13.0,15.0,0,4313,2586,135,48,562,938,862,76
48113018501,2013-2017,18.2,23.8,0,4422,2742,348,62,1172,98,0,98
48113018501,2018-2022,12.5,28.5,0,4830,2611,115,0,321,1736,1539,197
48113018503,2013-2017,135.4,35.8,1,6065,1581,4041,85,268,90,0,90
48113018505,2013-2017,98.6,27.8,0,4431,2240,1656,121,272,106,62,44
48113018505,2018-2022,44.8,30.6,1,3776,364,2317,302,213,558,484,74
48113018506,2013-2017,27.0,26.75,0,3763,1474,2047,40,124,73,9,64
48113018700,2013-2017,33.4,25.0,0,6871,4999,210,0,1469,193,0,193
48113018700,2018-2022,19.6,23.0,0,7107,3303,215,28,818,2682,2333,349
48113018801,2013-2017,26.8,20.2,0,5135,3823,308,357,515,122,46,76
48113018801,2018-2022,15.2,20.6,0,4574,2248,381,172,488,1239,1092,147
48113018802,2013-2017,57.333333333333336,39.0,1,1145,798,196,72,56,19,0,19
48113018802,2018-2022,67.75,16.5,0,1710,856,303,56,73,422,317,105
48113018900,2013-2017,44.8,18.2,0,6026,3254,773,959,732,308,113,195
48113018900,2018-2022,22.4,17.8,0,5803,2339,514,1334,347,1269,1115,154
48113019004,2013-2017,54.0,10.6,0,6958,4034,972,1315,564,47,17,30
48113019013,2013-2017,178.8,45.8,1,6165,2581,1008,650,1893,33,0,33
48113019013,2018-2022,94.4,35.8,1,5034,1997,799,119,628,1491,1393,98
48113019014,2013-2017,66.4,27.4,0,7565,4371,347,1249,1154,444,157,287
48113019016,2013-2017,18.2,34.8,1,3147,1376,909,552,49,252,15,237
48113019016,2018-2022,12.5,24.25,0,2600,1114,988,248,174,76,23,53
48113019018,2013-2017,95.8,19.4,0,5902,2734,1664,1050,22,404,20,384
48113019018,2018-2022,58.0,19.8,0,5025,1411,1747,1142,415,288,11,277
48113019019,2013-2017,81.0,30.0,1,6908,2143,3414,538,289,495,0,495
48113019019,2018-2022,44.4,32.2,1,7477,1892,3815,833,566,371,239,132
48113019020,2013-2017,13.25,6.75,0,4735,2230,442,1469,255,329,207,122
48113019020,2018-2022,12.8,13.8,0,7396,2857,1192,1030,292,2019,1575,444
48113019021,2013-2017,43.6,17.2,0,7158,4364,735,1163,504,363,0,363
48113019023,2013-2017,13.0,2.3333333333333335,0,4998,3018,470,1058,199,235,52,183
48113019023,2018-2022,13.0,1.0,0,5307,4110,408,526,13,250,210,40
48113019024,2013-2017,41.0,10.8,0,4492,2393,965,827,59,231,59,172
48113019024,2018-2022,44.8,8.2,0,3801,2263,392,820,184,142,113,29
48113019025,2013-2017,22.6,3.4,0,4720,2860,330,1055,114,348,39,309
48113019025,2018-2022,13.4,5.2,0,4369,2295,522,935,284,306,161,145
48113019026,2013-2017,44.0,12.0,0,5677,3621,680,908,371,76,68,8
48113019026,2018-2022,58.0,17.0,0,5550,3031,539,1002,64,789,501,288
48113019027,2013-2017,76.0,10.6,0,5444,2275,1147,1639,194,150,63,87
48113019027,2018-2022,58.2,12.0,0,7261,1908,1679,2224,23,1401,694,707
48113019028,2013-2017,33.2,10.2,0,3378,1615,579,772,254,67,0,67
48113019028,2018-2022,27.8,11.4,0,3733,1678,758,796,238,263,194,69
48113019029,2013-2017,68.8,17.2,0,6130,2851,996,1129,400,754,120,634
48113019029,2018-2022,52.8,12.0,0,5836,2602,404,1897,302,598,452,146
48113019031,2013-2017,16.4,3.8,0,5921,4187,488,610,89,547,39,508
48113019031,2018-2022,16.2,4.8,0,5192,3173,507,710,103,636,436,200
48113019032,2013-2017,19.5,23.5,0,4120,2050,317,481,849,331,123,208
48113019033,2013-2017,30.4,33.8,1,4649,2895,291,494,811,112,0,112
48113019033,2018-2022,17.0,25.6,0,4272,1750,516,558,313,1069,989,80
48113019034,2013-2017,110.6,21.4,0,4677,1345,2718,564,24,26,0,26
48113019034,2018-2022,52.6,20.2,0,4645,1475,1862,694,361,253,19,234
48113019035,2013-2017,47.0,30.2,1,6650,3192,2424,420,203,401,146,255
48113019035,2018-2022,28.5,36.75,1,6383,1425,2730,602,972,654,374,280
48113019037,2013-2017,13.0,8.0,0,3903,2425,600,601,38,217,17,200
48113019037,2018-2022,13.8,4.6,0,3117,2186,337,312,77,203,142,61
48113019039,2013-2017,37.6,15.0,0,6258,4704,524,653,0,377,0,377
48113019039,2018-2022,30.2,7.4,0,5895,3748,657,509,646,335,159,176
48113019040,2013-2017,93.8,8.4,0,6913,1633,2272,2118,124,737,39,698
48113019040,2018-2022,102.6,15.6,0,8018,2108,4031,1288,355,236,171,65
48113019041,2013-2017,16.0,4.8,0,3222,2060,416,468,235,38,38,0
48113019041,2018-2022,15.5,1.75,0,2370,1551,455,218,42,104,31,73
48113019042,2013-2017,11.5,4.0,0,4896,2790,569,1335,29,135,0,135
48113019042,2018-2022,11.75,3.5,0,7660,3251,2596,1184,86,522,273,249
48113019100,2013-2017,45.4,9.8,0,6222,3889,658,1472,100,103,16,87
48113019202,2013-2017,18.8,25.4,0,5515,3881,1031,297,180,117,0,117
48113019202,2018-2022,15.2,21.8,0,4976,2986,509,241,743,418,296,122
48113019204,2013-2017,17.8,14.2,0,9901,7202,1293,213,970,223,62,161
48113019206,2013-2017,11.666666666666666,38.333333333333336,1,6521,5097,246,822,207,149,0,149
48113019208,2013-2017,30.6,30.8,1,6809,1065,863,672,3722,487,199,288
48113019208,2018-2022,15.5,22.0,0,5764,1526,1264,198,1891,859,808,51
48113019211,2013-2017,17.0,10.6,0,5644,4537,580,393,26,98,0,98
48113019211,2018-2022,11.0,8.0,0,5777,3391,783,586,107,852,403,449
48113019213,2013-2017,244.0,49.6,1,3615,704,670,144,1912,185,82,103
48113019213,2018-2022,213.6,42.2,1,3464,837,835,57,1582,153,106,47
48113019900,2013-2017,13.0,33.0,1,4273,3536,35,22,669,0,0,0
48113020200,2013-2017,102.2,36.0,1,3850,789,2999,0,0,62,0,62
48113020200,2018-2022,59.2,34.4,1,4385,578,3219,0,369,137,137,0
48113020300,2013-2017,107.6,41.0,1,2290,397,1886,0,0,0,0,0
48113020300,2018-2022,112.0,33.6,1,2271,551,1650,13,0,57,57,0
48113020400,2013-2017,53.0,34.0,1,7504,4861,2130,147,244,95,0,95
48113020500,2013-2017,377.4,57.8,1,5672,1755,3347,306,155,109,83,26
48113020500,2018-2022,451.8,49.6,1,6148,1753,2906,455,59,975,203,772
48113020700,2013-2017,18.0,1.0,0,4455,3690,243,309,131,82,0,82
48201100000,2013-2017,57.25,19.25,0,4712,3339,780,231,199,134,43,91
48201210500,2013-2017,14.0,36.5,1,5649,4408,841,0,195,104,37,67
48201210500,2018-2022,14.2,24.0,0,4711,1570,416,18,1769,828,736,92
48201210800,2013-2017,16.2,42.8,1,2863,1798,937,9,76,43,0,43
48201210800,2018-2022,15.0,37.0,1,2106,129,955,0,636,386,371,15
48201210900,2013-2017,17.6,35.0,1,1251,162,985,0,87,17,0,17
48201210900,2018-2022,14.8,15.8,0,1676,77,1078,0,348,135,108,27
48201211000,2013-2017,15.8,30.0,1,2059,832,1110,0,113,4,0,4
48201211000,2018-2022,15.0,34.0,1,1813,196,1127,24,451,15,0,15
48201211100,2013-2017,37.2,49.4,1,5914,3292,2451,0,171,0,0,0
48201211200,2013-2017,28.2,46.4,1,2678,759,1862,0,56,1,0,1
48201211200,2018-2022,29.0,34.4,1,2207,167,1656,14,87,190,164,26
48201211300,2013-2017,94.2,49.0,1,5388,1524,3155,8,351,350,0,350
48201211400,2013-2017,29.0,37.0,1,3741,1398,2139,67,77,50,0,50
48201211400,2018-2022,20.8,37.4,1,4127,638,1464,209,1265,548,485,63
48201211600,2013-2017,50.0,32.0,1,2677,1857,593,0,188,39,0,39
48201211600,2018-2022,50.0,22.2,0,2945,597,428,0,1635,224,205,19
48201211700,2013-2017,44.6,38.8,1,3905,1471,2264,0,63,107,0,107
48201211700,2018-2022,37.8,32.6,1,3707,467,2247,93,663,237,212,25
48201212300,2018-2022,16.2,40.2,1,4554,1210,505,18,1955,866,866,0
48201212500,2013-2017,24.6,25.4,0,3551,1512,1944,10,52,24,0,24
48201212500,2018-2022,25.6,32.6,1,3517,789,2167,0,184,367,367,0
48201220400,2013-2017,35.8,35.6,1,4223,3706,238,7,235,31,0,31
48201220400,2018-2022,31.0,34.6,1,4895,2010,78,49,1284,1363,1348,15
48201220500,2013-2017,108.0,33.0,1,3701,2747,627,85,167,46,0,46
48201220500,2018-2022,94.8,44.0,1,3310,1097,507,8,1133,557,328,229
48201220600,2013-2017,17.6,28.4,0,3784,2865,527,0,299,63,35,28
48201220600,2018-2022,12.0,29.0,0,3137,998,672,28,710,729,729,0
